order_id,customer_name,product_category,price,quantity,order_date
ORD-002117,Patricia Gibson,Books,629.15,5,2026-09-08
ORD-002118,Cheyenne Horton,Books,130.21,2,2026-06-23
ORD-002119,Charles Watts,Electronics,$556.73,1,2026-09-09
ORD-002120,  Patricia Rodriguez  ,Clothing,503.39,3,2026-06-10
ORD-002121,Robert Dominguez,Books,251.29,5,2026-06-18
ORD-002122,David Charles,Electronics,283.48,5,2026-06-16
ORD-002123,  John Schmidt  ,Home & Kitchen,839.1,2,2026-07-06
ORD-002124,Tiffany Vance,Home & Kitchen,556.4,3,2026-07-16
ORD-002125,Stephanie Simmons,Clothing,$576.08,1,2026-09-12
ORD-002126,Stephanie Manning,Books,392.22,2,2026-06-20
ORD-002127,  Paul Larsen  ,Beauty,965.7,4,2026-05-12
ORD-002128,Kelly Sims,Electronics,725.22,2,2026-05-12
ORD-002129,Micheal Young,Home & Kitchen,345.18,3,2026-05-24
ORD-002130,Joshua Taylor,Books,954.6,4,2026-05-03
ORD-002131,  Christian Lewis  ,Electronics,242.42,2,2026-06-08
ORD-002132,Joshua Perry,Electronics,762.77,2,2026-04-29
ORD-002133,Jean Carrillo,Electronics,$331.13,4,2026-08-02
ORD-002134,Spencer Johnston,Beauty,$684.98,5,2026-06-20
ORD-002135,Guy Molina,Clothing,502.69,3,2026-09-01
ORD-002136,Sara Medina,Books,902.2,4,2026-08-09
ORD-002137,Lindsey Walker,Home & Kitchen,642.55,3,2026-05-01
ORD-002138,John Price,Books,115.59,3,2026-07-27
ORD-002139,Jennifer Martin,Books,281.74,1,2026-06-18
ORD-002140,Veronica Ferguson,Home & Kitchen,$777.98,2,2026-09-12
ORD-002141,Justin Johnson,Clothing,631.97,3,2026-07-22
ORD-002142,  Sean White  ,Home & Kitchen,$735.04,4,2026-05-09
ORD-002143,  Daniel Murphy  ,Beauty,877.7,3,2026-08-14
ORD-002144,Diana Bean,Books,$967.71,1,2026-06-09
ORD-002145,  Bradley Smith  ,Clothing,861.54,5,2026-07-02
ORD-002146,Trevor Walker,Electronics,$271.81,3,2026-04-02
ORD-002147,Marissa Webster,Home & Kitchen,$117.26,5,2026-05-07
ORD-002148,Alex Hernandez,Electronics,639.05,4,2026-04-13
ORD-002149,  Brian Gould  ,Electronics,311.32,5,2026-06-18
ORD-002150,Pamela Jackson,Beauty,424.94,4,2026-07-15
ORD-002151,Michelle Strickland,Beauty,414.03,3,2026-04-20
ORD-002152,Ashley Johnson,Clothing,$856.9,5,2026-05-19
ORD-002153,Susan Brooks,Electronics,$404.16,4,2026-08-05
ORD-002154,Kevin Rivas,Beauty,$971.38,2,2026-05-06
ORD-002155,Raymond Jefferson,Beauty,$215.09,3,2026-07-14
ORD-002156,Rebecca Knight,Beauty,12.81,2,2026-03-27
ORD-002157,Jeffrey Wood,Electronics,$664.45,-1,2026-06-26
ORD-002158,  Alexandria Fisher  ,Home & Kitchen,61.88,1,2026-06-23
ORD-002159,Tyler Reid,Beauty,597.73,5,2026-08-27
ORD-001605,Christian Thompson,Beauty,308.61,4,2026-06-29
ORD-002161,Debra Morton,Electronics,495.37,1,2026-07-02
ORD-002162,  Julie Petersen  ,Clothing,282.27,3,2026-07-13
ORD-002163,Samuel Rivas,Home & Kitchen,459.18,1,2026-04-05
ORD-002164,Jerry Christensen,Beauty,$723.63,2,2026-07-08
ORD-002165,Jamie Johnson,Books,$421.83,3,2026-09-01
ORD-002166,  John Kelly  ,Books,76.46,1,2026-05-09
ORD-002167,Spencer Haynes,Clothing,560.81,3,2026-05-12
ORD-002168,Kellie Lee,Books,869.41,5,2026-05-05
ORD-002169,  Katherine Chang  ,Beauty,220.61,1,2026-08-01
ORD-002170,Michael West,Electronics,764.98,5,2026-03-23
ORD-002171,Daniel Holt,Beauty,678.23,3,2026-05-18
ORD-000560,Jackie Tran,Home & Kitchen,922.32,2,2026-05-25
ORD-002173,Patrick Rivera,Clothing,743.56,5,2026-08-03
ORD-002174,Eric Hall,Home & Kitchen,165.84,5,2026-08-07
ORD-002175,Bryan Herrera,Clothing,165.84,3,2026-08-15
ORD-002176,Cheryl Rodgers,Beauty,$447.62,1,2026-05-12
ORD-002177,  Vanessa Warren  ,Beauty,491.77,4,2026-05-13
ORD-002178,  Dr. Elizabeth Ward  ,Clothing,$308.41,3,2026-05-17
ORD-002179,  Joseph Hill  ,Books,$749.54,2,2026-03-30
ORD-002180,Melissa Martinez,Home & Kitchen,81.35,1,2026-09-04
ORD-002181,  Ashley Smith  ,Home & Kitchen,580.0,4,2026-05-14
ORD-002182,Jeremiah Lopez,Home & Kitchen,180.15,3,2026-03-29
ORD-002183,Scott Wilson,Clothing,441.32,3,2026-04-01
ORD-002184,Benjamin Soto,Clothing,85.62,2,2026-03-30
ORD-002185,Robert Avery,Clothing,$243.91,5,2026-04-05
ORD-002186,Bailey Duran DDS,Electronics,185.37,5,2026-08-20
ORD-002187,Patricia James,Beauty,646.56,3,2026-09-12
ORD-002188,  Scott Branch  ,Books,635.07,3,2026-05-18
ORD-002189,Amy Choi,Books,47.23,1,2026-04-08
ORD-002190,Christine Clark,Books,584.53,1,2026-07-26
ORD-002191,David Arnold,Clothing,328.31,1,2026-04-19
ORD-002192,Jerry Wheeler,Home & Kitchen,$982.56,1,2026-05-15
ORD-002193,Dwayne Campbell,Books,528.83,3,2026-09-02
ORD-002194,Michael Bradshaw,Beauty,61.84,3,2026-08-19
ORD-002195,Leah Lara,Home & Kitchen,259.48,5,2026-04-27
ORD-002196,Joshua Holland,Beauty,666.98,4,2026-09-12
ORD-002197,Charles Brown,Electronics,316.49,2,2026-08-20
ORD-002198,Paul Carroll,Beauty,102.52,1,2026-05-15
ORD-002199,  John Torres  ,Clothing,348.32,2,2026-06-06
ORD-002200,Kathryn Snyder,Electronics,512.61,5,2026-04-04
ORD-000690,Stacy Navarro,Beauty,139.74,5,2026-07-15
ORD-002202,  Brandon Hayden  ,Books,53.26,4,2026-08-29
ORD-002203,Laurie Smith,Books,$241.66,4,2026-08-15
ORD-002204,  Debra Williams  ,Beauty,984.6,4,2026-08-13
ORD-002205,Joseph Ramos,Clothing,818.72,3,2026-05-13
ORD-002206,Kevin Walters,Home & Kitchen,$559.0,1,2026-06-23
ORD-002207,Julie Ortiz,Home & Kitchen,454.83,1,2026-05-21
ORD-002208,Shannon Rivera,Books,885.78,4,2026-08-01
ORD-002209,Matthew Morales DDS,Electronics,$381.16,3,2026-03-27
ORD-002210,  Ernest Morris  ,Home & Kitchen,918.22,4,2026-08-17
ORD-002211,  Jose Travis  ,Electronics,$28.81,5,2026-07-25
ORD-002212,  Julia Brown  ,Home & Kitchen,$245.26,5,2026-06-28
ORD-002213,  Peter Garrett  ,Books,$600.77,2,2026-08-14
ORD-002214,Derek Anderson,Electronics,$618.66,1,2026-05-14
ORD-002215,Michael Martinez,Beauty,548.64,1,2026-07-20
ORD-002216,Cynthia Moore,Books,$981.23,-1,2026-07-04
ORD-002217,Jason Walker,Electronics,773.79,1,2026-08-30
ORD-002218,Julia Wilson,Clothing,832.08,4,2026-08-28
ORD-002219,Timothy Carter,Electronics,718.88,2,2026-08-03
ORD-000409,Ruben Baird,Home & Kitchen,934.04,5,2026-05-06
ORD-002221,  Charles Lee  ,Clothing,293.25,3,2026-07-14
ORD-002222,Sherry Shields,Books,890.59,4,2026-05-12
ORD-002223,  Sarah Morgan  ,Books,373.67,1,2026-08-19
ORD-002224,  Samantha Campbell  ,Beauty,$995.15,1,2026-05-16
ORD-002225,Lauren Keller,Home & Kitchen,451.46,4,2026-09-04
ORD-002226,  Joshua Reed  ,Home & Kitchen,618.7,1,2026-07-05
ORD-002227,Jamie Cantu,Home & Kitchen,517.96,1,2026-09-04
ORD-002228,Michael Armstrong,Books,$44.45,3,2026-05-04
ORD-002229,Jennifer Flores,Electronics,609.04,3,2026-06-19
ORD-002230,  Roberta Hughes  ,Clothing,534.17,2,2026-07-26
ORD-002231,  Marissa Hernandez  ,Clothing,504.05,3,2026-03-27
ORD-002232,Vincent Rivera,Clothing,$996.4,4,2026-04-08
ORD-002233,  Jessica Fox  ,Electronics,457.52,1,2026-06-16
ORD-002234,Charles Pitts,Home & Kitchen,671.16,3,2026-04-18
ORD-002235,Richard Baker,Clothing,795.76,2,2026-07-19
ORD-002236,Marie Christian,Books,36.02,5,2026-09-01
ORD-002237,Kimberly Finley,Electronics,316.2,5,2026-07-19
ORD-002238,Olivia Brennan,Beauty,83.01,4,2026-03-26
ORD-002239,Cynthia Cohen,Clothing,879.18,2,2026-05-14
ORD-002240,  Nicole Hamilton MD  ,Beauty,$911.61,2,2026-07-21
ORD-002241,  Ashlee Jackson  ,Clothing,352.56,1,2026-05-17
ORD-002242,Amber Flynn,Beauty,281.71,1,2026-05-15
ORD-002243,  Jeffrey Sanchez  ,Beauty,162.65,5,2026-06-08
ORD-002244,Rebecca Jackson,Electronics,$826.98,5,2026-04-04
ORD-002245,Janet Vega,Beauty,422.42,5,2026-06-24
ORD-002246,Briana Murray,Books,252.43,4,2026-05-08
ORD-002247,  Michael Nolan  ,Books,421.47,2,2026-06-18
ORD-002248,Megan Moore,Home & Kitchen,$975.62,5,2026-06-13
ORD-002249,Victoria Evans,Electronics,$274.8,3,2026-06-10
ORD-002250,Joyce Turner,Books,255.79,3,2026-06-02
ORD-002251,Ashley James,Clothing,765.49,4,2026-05-28
ORD-002252,Wendy Phillips,Electronics,945.78,2,2026-08-28
ORD-002253,  Denise Knight  ,Home & Kitchen,499.95,4,2026-07-31
ORD-002254,  Valerie Lozano  ,Electronics,436.62,4,2026-08-11
ORD-002255,Tanner Mitchell DDS,Beauty,566.2,4,2026-07-15
ORD-002256,Colleen Lee,Home & Kitchen,827.06,2,2026-05-07
ORD-002257,Michelle Hopkins,Home & Kitchen,562.25,5,2026-08-29
ORD-002258,Brent Burton,Electronics,48.52,5,2026-03-27
ORD-002259,Jeremiah Riley,Beauty,148.38,4,2026-08-09
ORD-002260,Theodore Murphy,Home & Kitchen,597.79,4,2026-06-08
ORD-002261,Carlos Ryan,Electronics,374.67,5,2026-05-30
ORD-002262,Susan Rivas,Electronics,$600.94,5,2026-05-08
ORD-002263,Terry Coffey,Beauty,485.64,4,2026-05-16
ORD-002264,Gina Wilson,Electronics,576.84,4,2026-04-03
ORD-002265,  Vincent Dalton  ,Clothing,416.27,1,2026-08-07
ORD-002266,Jennifer Singleton,Beauty,331.8,3,2026-07-06
ORD-002267,Richard Smith,Beauty,348.9,3,2026-07-02
ORD-002268,  Jacob Curry  ,Clothing,$286.22,3,2026-05-09
ORD-002269,Samantha Bentley,Books,323.87,3,2026-04-10
ORD-002270,Kaitlyn Harvey,Beauty,385.9,2,2026-07-07
ORD-002271,Leonard Holland,Electronics,352.9,4,2026-07-21
ORD-002272,Susan Turner,Home & Kitchen,933.69,5,2026-06-07
ORD-002273,Andrew Johnson,Electronics,673.14,1,2026-06-23
ORD-002274,David Medina,Books,109.54,-1,2026-06-03
ORD-002275,Michael Paul,Books,$482.67,3,2026-07-02
ORD-002276,  Patrick Moore  ,Electronics,$655.78,1,2026-06-08
ORD-002277,  Sandra Gilbert  ,Clothing,$934.58,4,2026-05-13
ORD-002278,Jacob Ramos,Home & Kitchen,$877.98,1,2026-05-04
ORD-002279,Ariana Jennings,Books,989.21,2,2026-07-03
ORD-002280,Maria Brown,Clothing,810.73,3,2026-05-12
ORD-002281,  Bryan Charles  ,Home & Kitchen,792.86,2,2026-06-16
ORD-002282,Daniel Fowler,Books,828.72,1,2026-03-24
ORD-002283,  Gavin Zhang  ,Home & Kitchen,$936.47,4,2026-08-19
ORD-002284,Andrea Hubbard,Home & Kitchen,586.64,3,2026-04-29
ORD-002285,  Robin Hall  ,Electronics,$470.74,3,2026-08-17
ORD-002286,Steven Smith,Home & Kitchen,$373.87,4,2026-09-02
ORD-002287,Dr. Kimberly Lindsey,Beauty,379.89,5,2026-04-10
ORD-002288,Allison Smith,Clothing,683.54,5,2026-08-20
ORD-002289,Leah Smith,Electronics,$918.07,5,2026-05-10
ORD-002290,Patrick Fox,Clothing,334.84,2,2026-08-11
ORD-002291,Jerome Cox,Beauty,$451.03,4,2026-07-13
ORD-002292,  Jonathan Dougherty  ,Books,676.04,3,2026-03-28
ORD-002293,Susan Hopkins,Beauty,82.3,5,2026-05-17
ORD-002294,Victor Brown,Electronics,986.28,2,2026-06-21
ORD-002295,Jessica Rodriguez,Books,380.72,4,2026-08-05
ORD-002296,Angel Miller,Beauty,141.66,5,2026-07-16
ORD-002297,  Cameron Weber  ,Clothing,836.47,4,2026-07-11
ORD-002298,Erika Vang,Beauty,$385.48,2,2026-07-01
ORD-002299,Jonathan Jordan,Electronics,41.9,1,2026-08-21
ORD-002300,  Sarah Curtis  ,Beauty,43.24,1,2026-08-16
ORD-002301,  Sharon Jordan  ,Books,$242.0,1,2026-09-08
ORD-002302,Gerald Chavez,Clothing,817.63,5,2026-06-08
ORD-002303,Emily Edwards,Clothing,$308.75,2,2026-05-08
ORD-002304,Christian Leblanc,Beauty,949.04,4,2026-04-02
ORD-002305,  Bradley Reynolds  ,Home & Kitchen,942.17,3,2026-08-11
ORD-002306,Robin Hawkins,Home & Kitchen,382.7,2,2026-07-11
ORD-002307,Kristina Santiago,Books,915.59,5,2026-06-07
ORD-002308,Maurice Christensen,Home & Kitchen,211.3,3,2026-09-04
ORD-002309,Amber Roberts,Clothing,61.02,1,2026-05-19
ORD-002310,  Kenneth Lewis  ,Beauty,727.06,3,2026-07-25
ORD-002311,Dr. Gregory Hawkins,Clothing,937.79,4,2026-04-11
ORD-002312,Laura Aguirre,Clothing,$402.67,3,2026-08-31
ORD-002313,Patricia Howell,Home & Kitchen,315.34,4,2026-07-29
ORD-002314,Allison Hickman,Books,764.01,3,2026-08-28
ORD-002315,Alyssa Nelson,Clothing,$743.84,5,2026-08-15
ORD-002316,Gerald Smith,Clothing,$204.23,2,2026-09-04
ORD-002317,Matthew Jones,Home & Kitchen,264.75,4,2026-08-10
ORD-002318,Amanda Reese,Home & Kitchen,177.57,5,2026-04-30
ORD-002319,Jesse Moore,Beauty,43.49,1,2026-05-19
ORD-002320,Paula Bradley,Clothing,$77.29,4,2026-04-05
ORD-002321,Brittney Webster,Beauty,913.62,0,2026-03-29
ORD-001085,Denise Stanley,Beauty,$977.7,4,2026-06-22
ORD-002323,Jennifer Lewis,Electronics,918.87,5,2026-06-27
ORD-002324,Jeffrey Campbell,Home & Kitchen,$796.99,4,2026-07-29
ORD-002325,Kelsey Parker,Clothing,306.97,1,2026-05-01
ORD-002326,Kyle Smith,Beauty,481.25,1,2026-05-17
ORD-002327,Pamela Duran,Home & Kitchen,570.2,5,2026-05-15
ORD-002328,Adam Burgess,Beauty,$480.75,3,2026-04-23
ORD-002329,Joseph Hall,Electronics,187.56,-1,2026-07-06
ORD-002330,Renee Jones,Books,$929.59,5,2026-09-03
ORD-002331,Jessica Stevens,Beauty,338.41,1,2026-04-04
ORD-002332,Laura Berry,Electronics,$106.71,5,2026-08-04
ORD-002333,Donna Sullivan,Books,969.23,4,2026-05-22
ORD-002334,Travis Stevens,Books,437.53,1,2026-07-31
ORD-002335,Anita Richard,Clothing,$715.98,2,2026-05-06
ORD-002336,James Miller,Electronics,100.61,3,2026-09-05
ORD-002337,  Gerald Cook  ,Books,454.36,1,2026-04-21
ORD-002338,Mark Schmidt,Beauty,602.06,3,2026-04-26
ORD-002339,Hannah Luna,Beauty,906.16,2,2026-08-26
ORD-002340,  Brittany Garcia  ,Home & Kitchen,308.12,4,2026-05-08
ORD-002341,Lance Wolf,Electronics,367.51,4,2026-07-25
ORD-002342,  Trevor Burton  ,Electronics,$144.13,5,2026-06-18
ORD-002343,Olivia Cole,Books,341.39,5,2026-09-15
ORD-002344,Maria Downs,Clothing,$484.22,3,2026-05-21
ORD-002345,Lori Hernandez,Books,968.09,3,2026-04-02
ORD-002346,Mark Hogan,Electronics,$932.75,2,2026-07-12
ORD-002347,Jordan Collins,Books,$943.55,1,2026-06-15
ORD-002348,Jacob Mitchell,Books,$676.25,3,2026-07-23
ORD-002349,Savannah Gilbert,Books,83.23,4,2026-06-26
ORD-002350,Kevin Best,Books,548.21,5,2026-08-10
ORD-002351,Joanna Pacheco,Electronics,771.26,5,2026-07-24
ORD-001322,Larry Mason,Books,967.14,1,2026-04-01
ORD-000530,Robert Monroe,Beauty,562.41,3,2026-08-05
ORD-002354,Matthew Williams,Beauty,$693.53,4,2026-08-04
ORD-002355,Jeffrey Mills,Electronics,124.91,3,2026-04-19
ORD-002356,Thomas Hughes,Beauty,488.1,4,2026-08-17
ORD-002357,Kyle Mccormick,Electronics,32.36,2,2026-07-23
ORD-002358,Gary Grant,Beauty,$182.71,4,2026-06-03
ORD-002359,Nathaniel Douglas,Clothing,194.52,5,2026-09-11
ORD-002360,Brittany Miller,Books,394.95,1,2026-07-26
ORD-002361,Gregory Ponce,Beauty,195.09,3,2026-08-02
ORD-002362,Betty Fletcher,Home & Kitchen,601.0,3,2026-04-05
ORD-002363,James Conner,Clothing,815.6,5,2026-08-24
ORD-002364,Michael Valentine,Home & Kitchen,126.68,2,2026-07-31
ORD-002365,Anna Santiago,Clothing,579.06,5,2026-06-26
ORD-002366,Jack White,Clothing,559.36,3,2026-04-30
ORD-002367,Ralph Lee,Home & Kitchen,952.32,4,2026-04-15
ORD-002368,Edward French,Books,415.04,4,2026-06-26
ORD-002369,  Sandy Stephenson  ,Electronics,$797.92,2,2026-03-27
ORD-002370,  Sherri Williamson  ,Books,569.99,5,2026-07-13
ORD-002371,  Christopher Guerra  ,Beauty,825.05,1,2026-08-16
ORD-002372,Stephanie Griffith,Clothing,$989.88,2,2026-03-28
ORD-002373,Michael Young,Books,270.19,1,2026-06-14
ORD-002374,Nicole Bowers,Beauty,692.24,4,2026-05-04
ORD-002375,  Emily Stokes  ,Clothing,815.39,5,2026-06-19
ORD-002376,Cheyenne Gregory,Home & Kitchen,$979.21,5,2026-07-08
ORD-002377,Mrs. Diane Reyes,Electronics,144.23,1,2026-06-30
ORD-002378,Christopher Gonzalez,Clothing,$704.41,3,2026-07-15
ORD-002379,David Davidson,Books,494.56,4,2026-09-05
ORD-002380,  Timothy Dawson  ,Electronics,408.82,3,2026-06-28
ORD-002381,Dominique Hines,Beauty,12.45,4,2026-05-11
ORD-002382,Jose Guerra,Electronics,797.72,2,2026-04-06
ORD-002383,Courtney Hayes,Home & Kitchen,344.38,4,2026-05-26
ORD-002384,Jennifer Sanders,Electronics,55.48,1,2026-05-31
ORD-002385,Zachary Brooks,Books,461.95,2,2026-03-25
ORD-002386,Brett Espinoza,Home & Kitchen,102.41,2,2026-05-24
ORD-002387,Brenda Mitchell,Clothing,$434.94,2,2026-08-28
ORD-002388,  Ronald Blake  ,Clothing,524.25,0,2026-06-19
ORD-002389,Aaron Miller,Books,697.09,1,2026-05-08
ORD-002390,  Chase Bentley  ,Home & Kitchen,$373.89,2,2026-07-16
ORD-002391,Ashley Roberts,Electronics,$535.2,4,2026-05-17
ORD-002392,David Fowler,Clothing,920.7,2,2026-07-18
ORD-002393,  Brian Stein  ,Electronics,593.68,3,2026-07-13
ORD-002394,Lynn Andrews,Electronics,255.69,3,2026-08-06
ORD-002395,Jeffrey Mendez,Home & Kitchen,213.39,4,2026-05-05
ORD-002396,  Chelsea Barnett  ,Clothing,$499.94,5,2026-06-29
ORD-002397,Andrea Fox,Electronics,987.01,5,2026-06-26
ORD-002398,Katie Smith,Clothing,765.1,1,2026-09-05
ORD-002399,  Mark Zavala  ,Clothing,$49.43,5,2026-05-08
ORD-002400,Heather Jones,Books,429.34,5,2026-05-05
ORD-002401,Lori Ingram,Home & Kitchen,88.23,2,2026-08-09
